Research ID,Batch ID,Medical Marijuana Center,Medical Marijuana Cultivation License,MM Manufacturer's,Manufacturer's License,Retail Marijuana Cultivation License,Retail Store,Retail Products Manufacturing
CO4246718,108 121415 MW dirt,402-00556,403-00825,,,,,
CO4246718,108 121415 R1 dirt,402-00556,403-00825,,,,,
CO4246718,108 121415 RD,402-00556,403-00825,,,,,
CO4246718,108 121415 RS dirt,402-00556,403-00825,,,,,
CO4246718,108 121415 SK dirt,402-00556,403-00825,,,,,
CO4246718,108 121415 SS,402-00556,403-00825,,,,,
CO4246718,109 011316 GI,402-00556,403-00825,,,,,
CO4246718,109 011416 SS,402-00556,403-00825,,,,,
CO4246718,109 011516 SD,402-00556,403-00825,,,,,
CO4246718,109 011616 CR,402-00556,403-00825,,,,,
CO4246718,109 011616 OG DIRT,402-00556,403-00825,,,,,
CO4246718,109 011616 OR DIRT,402-00556,403-00825,,,,,
CO4246718,109 011616 PD DIRT,402-00556,403-00825,,,,,
CO4246718,109 011616 SV DIRT,402-00556,403-00825,,,,,
CO4246718,109 031616 MH,402-00556,403-00825,,,,,
CO4246718,109 031716 EJ,402-00556,403-00825,,,,,
CO4246718,109 031816 KQ,402-00556,403-00825,,,,,
CO4246718,109 031916 BD,402-00556,403-00825,,,,,
CO4246718,109 111215 CT dirt,402-00556,403-00825,,,,,
CO4246718,109 111215 DP dirt,402-00556,403-00825,,,,,
CO4246718,109 111215 GA dirt,402-00556,403-00825,,,,,
CO4246718,109 111215 LR2 dirt,402-00556,403-00825,,,,,
CO4246718,109 111215 PK dirt,402-00556,403-00825,,,,,
CO4246718,11 112915 LR1 dirt,402-00556,403-00825,,,,,
CO4246718,11 112915 RD dirt,402-00556,403-00825,,,,,
CO4246718,110 022916 CP,402-00556,403-00825,,,,,
CO4246718,110 022916 CW,402-00556,403-00825,,,,,
CO4246718,110 030116 GW,402-00556,403-00825,,,,,
CO4246718,110 030216 CA,402-00556,403-00825,,,,,
CO4246718,110 030216 CG,402-00556,403-00825,,,,,
CO4246718,110 102815 LS,402-00556,403-00825,,,,,
CO4246718,110 122815 AC,402-00556,403-00825,,,,,
CO4246718,110 122815 CK,402-00556,403-00825,,,,,
CO4246718,110 122815 LR1,402-00556,403-00825,,,,,
CO4246718,110 122815 LR2,402-00556,403-00825,,,,,
CO4246718,110 122915 MW,402-00556,403-00825,,,,,
CO4246718,110 123015 CK DIRT,402-00556,403-00825,,,,,
CO4246718,110 123015 CR DIRT,402-00556,403-00825,,,,,
CO4246718,110 123015 GI DIRT,402-00556,403-00825,,,,,
CO4246718,110 123015 MD,402-00556,403-00825,,,,,
CO4246718,110 123015 SD DIRT,402-00556,403-00825,,,,,
CO4246718,110 123015 SK,402-00556,403-00825,,,,,
CO4246718,110 123015 SS DIRT,402-00556,403-00825,,,,,
CO4246718,111 020116 PD,402-00556,403-00825,,,,,
CO4246718,111 020216 OR,402-00556,403-00825,,,,,
CO4246718,111 020216 WD,402-00556,403-00825,,,,,
CO4246718,111 020316 18 dirt,402-00556,403-00825,,,,,
CO4246718,111 020316 AK dirt,402-00556,403-00825,,,,,
CO4246718,111 020316 BK dirt,402-00556,403-00825,,,,,
CO4246718,111 020316 OG,402-00556,403-00825,,,,,
CO4246718,111 020316 SV,402-00556,403-00825,,,,,
CO4246718,111 113015 T,402-00556,403-00825,,,,,
CO4246718,111 120215 CT,402-00556,403-00825,,,,,
CO4246718,111 120215 DP,402-00556,403-00825,,,,,
CO4246718,108 021116 AK,,,,,403R-00199,,
CO4246718,108 021316 76,,,,,403R-00199,,
CO4246718,108 021316 GW,,,,,403R-00199,,
CO4246718,108 021416 BK,,,,,403R-00199,,
CO4246718,108 121115 RS,,,,,403R-00199,,
CO4246718,108 121215 SQ,,,,,403R-00199,,
CO4246718,108 121315 HK,,,,,403R-00199,,
CO4246718,108 121415 RD,,,,,403R-00199,,
CO4246718,109 011316 GI,,,,,403R-00199,,
CO4246718,109 011416 SD,,,,,403R-00199,,
CO4246718,109 011416 SS,,,,,403R-00199,,
CO4246718,109 011616 CR,,,,,403R-00199,,
CO4246718,109 031616 LR2,,,,,403R-00199,,
CO4246718,109 031616 MH,,,,,403R-00199,,
CO4246718,109 031716 EJ,,,,,403R-00199,,
CO4246718,109 031816 BD,,,,,403R-00199,,
CO4246718,109 031816 KQ,,,,,403R-00199,,
CO4246718,109 111015 BB,,,,,403R-00199,,
CO4246718,109 111015 CC,,,,,403R-00199,,
CO4246718,109 111115 BD,,,,,403R-00199,,
CO4246718,109 111115 CM,,,,,403R-00199,,
CO4246718,109 111215 EC,,,,,403R-00199,,
CO4246718,110 022916 CW,,,,,403R-00199,,
CO4246718,110 030116 CA,,,,,403R-00199,,
CO4246718,110 030116 CP,,,,,403R-00199,,
CO4246718,110 030316 CG,,,,,403R-00199,,
CO4246718,110 110115 KQ,,,,,403R-00199,,
CO4246718,110 122915 MD,,,,,403R-00199,,
CO4246718,110 122915 MW,,,,,403R-00199,,
CO4246718,110 123015 SK,,,,,403R-00199,,
CO4246718,111 020116 PD,,,,,403R-00199,,
CO4246718,111 020216 SV,,,,,403R-00199,,
CO4246718,111 020216 WD,,,,,403R-00199,,
CO4246718,111 020316 OG,,,,,403R-00199,,
CO4246718,111 113015 T,,,,,403R-00199,,
CO4246718,111 120115 CT,,,,,403R-00199,,
CO4246718,111 120115 GA,,,,,403R-00199,,
CO4246718,111 120215 DP,,,,,403R-00199,,
CO4246719,1-OAK-32-303,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-AH,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-BDC,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-BRAIN,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-BW,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-CG,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-FC,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-FP,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-GG,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-GSC,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-HBK,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-SC,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-SIN,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-SUENO,402-00656,403-00492,,,,,
CO4246719,1-OAK-32-UKLA,402-00656,403-00492,,,,,
CO4246719,2-OAK-29-BDC,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-303,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-AH,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-BDC,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-BK,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-BRAIN,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-BW,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-CD,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-EWOK,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-FOG,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-FP,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-GHOST,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-LG13,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-OGB,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-STARD,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-TANG,402-00656,403-00492,,,,,
CO4246719,2-OAK-31-UKLA,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-303,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-AH,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-BDC,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-BW,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-FC,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-GG,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-GS,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-HBK,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-LG,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-OGB,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-SC,402-00656,403-00492,,,,,
CO4246719,2-OAK-39-TANG,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-BK,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-BRAIN,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-CG,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-CP,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-FOG,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-GS,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-HBK,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-SIN,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-STARD,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-SUENO,402-00656,403-00492,,,,,
CO4246719,3-OAK-30-SW,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-303,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-AH,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-BDC,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-BW,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-CG,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-CGRAPE,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-FB,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-FC,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-FOG,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-GG,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-GHOST,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-GS,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-HBK,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-SC,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-SIN,402-00656,403-00492,,,,,
CO4246719,3-OAK-38-UKLA,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-BDC,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-BK,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-BW,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-CG,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-CP,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-FB,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-GG,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-GS,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-GSC,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-HBK,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-OGSIN,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-SC,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-SUENO,402-00656,403-00492,,,,,
CO4246719,4-OAK-29-SW,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-303,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-BC,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-BW,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-CD,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-EWOK,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-GHOST,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-LG,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-SC,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-STARD,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-TANG,402-00656,403-00492,,,,,
CO4246719,4-OAK-37-UKLA,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-BC,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-BK,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-BW,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-CG,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-GDP,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-GS,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-HBK,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-STAR,402-00656,403-00492,,,,,
CO4246719,5-OAK-36-UKLA,402-00656,403-00492,,,,,
CO4246719,6-OAK-35-303,402-00656,403-00492,,,,,
CO4246719,6-OAK-35-BW,402-00656,403-00492,,,,,
CO4246719,6-OAK-35-FB,402-00656,403-00492,,,,,
CO4246719,6-OAK-35-GS,402-00656,403-00492,,,,,
CO4246719,6-OAK-35-HBK,402-00656,403-00492,,,,,
CO4246719,6-OAK-35-SC,402-00656,403-00492,,,,,
CO4246719,6-OAK-35-UKLA,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-AH,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-BDC,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-BRAIN,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-BW,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-GG,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-GS,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-SC,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-SUENO,402-00656,403-00492,,,,,
CO4246719,7-OAK-34-SW,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-AH,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-BDC,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-BRAIN,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-BW,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-CG,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-FC,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-FP,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-GDP,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-GS,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-GSC,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-HBK,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-SC,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-SIN,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-SUENO,402-00656,403-00492,,,,,
CO4246719,8-OAK-33-UKLA,402-00656,403-00492,,,,,
CO4248120,CROP 75,402-00140,403-00204,,,,,
CO4248221,707 Headband 3-15-16,402-00613,403-00911,,,,,
CO4248221,Afgoo 3-1-16,402-00613,403-00911,,,,,
CO4248221,Afgoo 3-15-16,402-00613,403-00911,,,,,
CO4248221,Alaskan Ice 4/5/16,402-00613,403-00911,,,,,
CO4248221,Alien Dawg 3-15-16,402-00613,403-00911,,,,,
CO4248221,Alien Dog 3-1-16,402-00613,403-00911,,,,,
CO4248221,Birthday Cake 3-1-16,402-00613,403-00911,,,,,
CO4248221,Brain OG 3-1-16,402-00613,403-00911,,,,,
CO4248221,Brain OG 3-15-16,402-00613,403-00911,,,,,
CO4248221,Buddha Tahoe (6950) 3-15-16,402-00613,403-00911,,,,,
CO4248221,Buddha Tahoe 3-15-16,402-00613,403-00911,,,,,
CO4248221,Buddha Tahoe 4/5/16,402-00613,403-00911,,,,,
CO4248221,Cluster Bomb 3-15-16,402-00613,403-00911,,,,,
CO4248221,Coal Creek Kush 3-1-16,402-00613,403-00911,,,,,
CO4248221,Coal Creek Kush 3-15-16,402-00613,403-00911,,,,,
CO4248221,Cookie Wreck #1 3-1-16,402-00613,403-00911,,,,,
CO4248221,Cookie Wreck 3-15-16,402-00613,403-00911,,,,,
CO4248221,Cookies Alien Dawg 3-1-16,402-00613,403-00911,,,,,
CO4248221,Cookies Alien Dawg 3-15-16,402-00613,403-00911,,,,,
CO4248221,Dawg Jam 3-15-16,402-00613,403-00911,,,,,
CO4248221,Death Star 3-15-16,402-00613,403-00911,,,,,
CO4248221,DNA Diesel 3-1-16,402-00613,403-00911,,,,,
CO4248221,Dna Diesel 3-15-16,402-00613,403-00911,,,,,
CO4248221,DNA DIESEL 4/5/16,402-00613,403-00911,,,,,
CO4248221,Durban Diesel 4/5/16,402-00613,403-00911,,,,,
CO4248221,Flo 3-15-16,402-00613,403-00911,,,,,
CO4248221,Girl Scout Cookies #5 3-15-16,402-00613,403-00911,,,,,
CO4248221,God's Cough 3-1-16,402-00613,403-00911,,,,,
CO4248221,Gods Cough 3-15-16,402-00613,403-00911,,,,,
CO4248221,God's Cough 4/5/16,402-00613,403-00911,,,,,
CO4248221,Golden Triangle 3-15-16,402-00613,403-00911,,,,,
CO4248221,Golden Triangle 4/5/16,402-00613,403-00911,,,,,
CO4248221,Gorilla Glue 3-15-16,402-00613,403-00911,,,,,
CO4248221,Grape Haze 3-1-16,402-00613,403-00911,,,,,
CO4248221,Grape Haze 3-15-16,402-00613,403-00911,,,,,
CO4248221,Jamaican Landrace x Triangle Kush 3-1-16,402-00613,403-00911,,,,,
CO4248221,Jenny Kush 3-1-16,402-00613,403-00911,,,,,
CO4248221,Jenny Kush 4/5/16,402-00613,403-00911,,,,,
CO4248221,Jenyy Kush 3-15-16,402-00613,403-00911,,,,,
CO4248221,Jet Fuel 3-15-16,402-00613,403-00911,,,,,
CO4248221,Jet Fuel V2 3-15-16,402-00613,403-00911,,,,,
CO4248221,LA Kush 3-1-16,402-00613,403-00911,,,,,
CO4248221,LA Kush 3-15-16,402-00613,403-00911,,,,,
CO4248221,Legend of 91 3-1-16,402-00613,403-00911,,,,,
CO4248221,Lemon G 4/5/16,402-00613,403-00911,,,,,
CO4248221,Lemon G13 3-15-16,402-00613,403-00911,,,,,
CO4248221,Lemon G13 3-1-16,402-00613,403-00911,,,,,
CO4248221,Life Saver Diesel 3-15-16,402-00613,403-00911,,,,,
CO4248221,Longs Peak Blue 3-1-16,402-00613,403-00911,,,,,
CO4248221,Longs Peak Blue 3-15-16,402-00613,403-00911,,,,,
CO4248221,Love Triangle 3-15-16,402-00613,403-00911,,,,,
CO4248221,Love Triangle 4/5/16,402-00613,403-00911,,,,,
CO4248221,MM1 3-15-16,402-00613,403-00911,,,,,
CO4248221,Night Fire 3-15-16,402-00613,403-00911,,,,,
CO4248221,Nightfire 3-1-16,402-00613,403-00911,,,,,
CO4248221,NTOG 3-15-16,402-00613,403-00911,,,,,
CO4248221,NTOG 4/5/16,402-00613,403-00911,,,,,
CO4248221,NYCD 3-1-16,402-00613,403-00911,,,,,
CO4248221,NYCD 4/5/16,402-00613,403-00911,,,,,
CO4248221,Platinum Cookies - 3/1/16,402-00613,403-00911,,,,,
CO4248221,Platinum Cookies 3-15-16,402-00613,403-00911,,,,,
CO4248221,Raw Dawg 3-15-16,402-00613,403-00911,,,,,
CO4248221,Real Sour Diesel 3/1/16,402-00613,403-00911,,,,,
CO4248221,S.A.G.E. 3/1/16,402-00613,403-00911,,,,,
CO4248221,S.A.G.E. 4/5/16,402-00613,403-00911,,,,,
CO4248221,S.A.G.E. LIVE RESIN,402-00613,403-00911,,,,,
CO4248221,Sappy 3-1-16,402-00613,403-00911,,,,,
CO4248221,Sappy 3-15-16,402-00613,403-00911,,,,,
CO4248221,Sasquatch 3/1/16,402-00613,403-00911,,,,,
CO4248221,Sasquatch 3/1/16,402-00613,403-00911,,,,,
CO4248221,Sasquatch 3-15-16,402-00613,403-00911,,,,,
CO4248221,Sasquatch SEED,402-00613,403-00911,,,,,
CO4248221,So Cal Super Skunk 3-15-16,402-00613,403-00911,,,,,
CO4248221,SOCAL Super Skunk 4/5/16,402-00613,403-00911,,,,,
CO4248221,Sour Candy 3/1/16,402-00613,403-00911,,,,,
CO4248221,Sour Candy 3-15-16,402-00613,403-00911,,,,,
CO4248221,Sour Candy 4/5/16,402-00613,403-00911,,,,,
CO4248221,Sour Candy LIVE RESIN,402-00613,403-00911,,,,,
CO4248221,Sour Diesel (new cut) 4/5/16,402-00613,403-00911,,,,,
CO4248221,Sour Head 4/5/16,402-00613,403-00911,,,,,
CO4248221,Sour Tangie 4/5/16,402-00613,403-00911,,,,,
CO4248221,Spec Ops 4/5/16,402-00613,403-00911,,,,,
CO4248221,SSH 4/5/16,402-00613,403-00911,,,,,
CO4248221,Super Silver Haze 3-1-16,402-00613,403-00911,,,,,
CO4248221,Tahoe 3-15-16,402-00613,403-00911,,,,,
CO4248221,Tangerine Haze 4/5/16,402-00613,403-00911,,,,,
CO4248221,The White x SFVOG,402-00613,403-00911,,,,,
CO4248221,Triangle Kush 3/1/16,402-00613,403-00911,,,,,
CO4248221,Trinity 3/1/16,402-00613,403-00911,,,,,
CO4248221,Trinity 3-15-16,402-00613,403-00911,,,,,
CO4248221,True 3/1/16,402-00613,403-00911,,,,,
CO4248221,True OG 3-15-16,402-00613,403-00911,,,,,
CO4248622,Agent Orange 2.4.16,,,,,403R-00087,,
CO4248622,Banana Kush 2.4.16,,,,,403R-00087,,
CO4248622,Big Black 2.4.16,,,,,403R-00087,,
CO4248622,Blue Dream 2.4.16,,,,,403R-00087,,
CO4248622,Cheese 2.4.16,,,,,403R-00087,,
CO4248622,Chem 91 2.4.16,,,,,403R-00087,,
CO4248622,Chocolope 2.4.16,,,,,403R-00087,,
CO4248622,Dead Head 2.4.16,,,,,403R-00087,,
CO4248622,Death Star 2.4.16,,,,,403R-00087,,
CO4248622,Flo 2.4.16,,,,,403R-00087,,
CO4248622,Golden Goat 2.4.16,,,,,403R-00087,,
CO4248622,HOG 2.4.16,,,,,403R-00087,,
CO4248622,Jack Herer 2.4.16,,,,,403R-00087,,
CO4248622,Jah Kush 2.4.16,,,,,403R-00087,,
CO4248622,Kilowatt 2.4.16,,,,,403R-00087,,
CO4248622,Levity 2.4.16,,,,,403R-00087,,
CO4248622,Mob X Chem 2.4.16,,,,,403R-00087,,
CO4248622,Nigerian Haze 2.4.16,,,,,403R-00087,,
CO4248622,OG Kush 2.4.16,,,,,403R-00087,,
CO4248622,Purple Romulan 2.4.16,,,,,403R-00087,,
CO4248622,Sage N Sour 2.4.16,,,,,403R-00087,,
CO4248622,Sour Diesel 2.4.16,,,,,403R-00087,,
CO4248622,Super Lemon Haze 2.4.16,,,,,403R-00087,,
CO4251323,12/14/15,402-00401,403-01583,,,,,
CO4251323,12/17/15,402-00401,403-01583,,,,,
CO4251323,12/23/15,402-00401,403-01583,,,,,
CO4251323,12/31/15,402-00401,403-01583,,,,,
CO4251323,01/06/16,402-00401,403-01583,,,,,
CO4251323,01/12/16,402-00401,403-01583,,,,,
CO4251323,01/15/16,402-00401,403-01583,,,,,
CO4251323,01/27/16,402-00401,403-01583,,,,,
CO4251323,01/29/16,402-00401,403-01583,,,,,
CO4251323,02/04/16,402-00401,403-01583,,,,,
CO4251323,02/22/16,402-00401,403-01583,,,,,
CO4251323,03/02/16,402-00401,403-01583,,,,,
CO4251323,03/07/16,402-00401,403-01583,,,,,
CO4251323,03/10/16,402-00401,403-01583,,,,,
CO4251323,03/21/16,402-00401,403-01583,,,,,
CO4251323,03/25/16,402-00401,403-01583,,,,,
CO4251323,04/04/16,402-00401,403-01583,,,,,
CO4251323,04/08/16,402-00401,403-01583,,,,,
CO4251323,04/11/16,402-00401,403-01583,,,,,
CO4251323,04/29/16,402-00401,403-01583,,,,,
CO4251323,05/05/16,402-00401,403-01583,,,,,
CO4251323,moon,402-00401,403-00610,,,,,
CO4251323,Room C Soils 1-12,402-00401,403-00610,,,,,
CO4251323,Room C Soils 1-13,402-00401,403-00610,,,,,
CO4251323,Table A 1st Tray 2-26,402-00401,403-00610,,,,,
CO4251323,Table A 4th Tray 12/23,402-00401,403-00610,,,,,
CO4251323,Table A Harlequin Tray 12/22,402-00401,403-00610,,,,,
CO4251323,Table A High 25 Tray 12/29,402-00401,403-00610,,,,,
CO4251323,Table A Mystery Tray 12/24,402-00401,403-00610,,,,,
CO4251323,Table A SNM 99 Tray 12/22,402-00401,403-00610,,,,,
CO4251323,Table A Tray 3 3/2,402-00401,403-00610,,,,,
CO4251323,Table A Trays 1 & 2 2-27,402-00401,403-00610,,,,,
CO4251323,Table A-banana tray 12/21,402-00401,403-00610,,,,,
CO4251323,Table B First Tray 1/7,402-00401,403-00610,,,,,
CO4251323,Table B Harlequin Tray 1-6,402-00401,403-00610,,,,,
CO4251323,Table B KK 19 Tray 12/31,402-00401,403-00610,,,,,
CO4251323,Table B Last Tray 1-8,402-00401,403-00610,,,,,
CO4251323,Table B Last Tray 1-9,402-00401,403-00610,,,,,
CO4251323,Table B Mixed Tray 1-2,402-00401,403-00610,,,,,
CO4251323,Table B Mixed Tray 1-5,402-00401,403-00610,,,,,
CO4251323,Table B Mixed Tray 1-5,402-00401,403-00610,,,,,
CO4251323,"Table C Tray 1,2,3,4 2-4",402-00401,403-00610,,,,,
CO4251323,Table C Tray 6 2/12,402-00401,403-00610,,,,,
CO4251323,Table C Tray 6 2/9,402-00401,403-00610,,,,,
CO4251323,Table C Tray 7 2-9,402-00401,403-00610,,,,,
CO4251323,"Table C Trays 1,2,3,4 2-4",402-00401,403-00610,,,,,
CO4251323,"Table C Trays 1,3,4 2-2",402-00401,403-00610,,,,,
CO4251323,"Table C Trays 2,5 2-5",402-00401,403-00610,,,,,
CO4251323,"Table C Trays 5,7 2-6",402-00401,403-00610,,,,,
CO4251323,Table D 1st Tray SSH 1-19,402-00401,403-00610,,,,,
CO4251323,Table D 2nd Tray Mix,402-00401,403-00610,,,,,
CO4251323,Table D 3rd Tray SSH 1-19,402-00401,403-00610,,,,,
CO4251323,Table D 4th Tray SNM 99 1-20,402-00401,403-00610,,,,,
CO4251323,Table D 5th Tray Banana 1-20,402-00401,403-00610,,,,,
CO4251323,Table E 3rd Tray,402-00401,403-00610,,,,,
CO4251323,Table F 1st Tray SLH 1-26,402-00401,403-00610,,,,,
CO4251323,Table F 2nd Tray SLH 1-26,402-00401,403-00610,,,,,
CO4251323,Table F 3rd Tray SLH 1-27,402-00401,403-00610,,,,,
CO4251323,Table F 4th Tray MH #4 1-27,402-00401,403-00610,,,,,
CO4251323,Table F 5th Tray SNM 99 1-28,402-00401,403-00610,,,,,
CO4251323,Table F SLH Tray 2 2/15,402-00401,403-00610,,,,,
CO4251323,Table F SNM 99 2/13,402-00401,403-00610,,,,,
CO4251323,Table F SNM 99 Tray 4 2/12,402-00401,403-00610,,,,,
CO4251323,Table F Starburst Tray 3 2/12,402-00401,403-00610,,,,,
CO4251323,Table F Tray 1 2/10,402-00401,403-00610,,,,,
CO4251323,Table F Tray 2 2/12,402-00401,403-00610,,,,,
CO4251323,Table G 12/18,402-00401,403-00610,,,,,
CO4251323,Table G 12/18,402-00401,403-00610,,,,,
CO4251323,Table G 12/18,402-00401,403-00610,,,,,
CO4251323,Table G 12/19,402-00401,403-00610,,,,,
CO4251323,Table G 12/22,402-00401,403-00610,,,,,
CO4251323,Table G 12/22,402-00401,403-00610,,,,,
CO4251323,"Table G 12-22 3015,3503",402-00401,403-00610,,,,,
CO4251323,Table G 1st Tray 12/16,402-00401,403-00610,,,,,
CO4251323,Table G 2nd Tray 12/17,402-00401,403-00610,,,,,
CO4251323,Table G 3rd Tray 12/18,402-00401,403-00610,,,,,
CO4251323,Table H 2/17,402-00401,403-00610,,,,,
CO4251323,Table H 2/18,402-00401,403-00610,,,,,
CO4251323,Table H 2/19,402-00401,403-00610,,,,,
CO4251323,Table H 2/20,402-00401,403-00610,,,,,
CO4251323,1/9/15,402-00401,403-00610,,,,,
CO4251323,03/02/2015,402-00401,403-00610,,,,,
CO4251323,03/05/2015,402-00401,403-00610,,,,,
CO4251323,03/09/2015,402-00401,403-00610,,,,,
CO4251323,03/11/2015,402-00401,403-00610,,,,,
CO4251323,03/13/2015,402-00401,403-00610,,,,,
CO4251323,03/14/2015,402-00401,403-00610,,,,,
CO4251323,03/17/2015,402-00401,403-00610,,,,,
CO4251323,03/19/2015,402-00401,403-00610,,,,,
